Label,Text
depressive,এখন বর্ষাকাল হলেও বিপরীত মৌসুমে এই রকম সাকোতেই বাসাইল সখীপুরের কয়েক গ্রামের মানুষের চলাচল করতে হয় । স্বাধীনতার ৪৭ ববছরেও উন্নয়ন স্পর্শ করেনি যে এলাকায় তার নাম হাতিবান্দার চাকদহ । বংশাই নদী । 
non_depressive,বলার ভাষা কখন শুরু থেকে শেষ হয়ে গেল বুঝলাম তাদের দুজনের অভিনয় অসাধারণ
depressive,গরীবেরে দিলে কমে যেত
non_depressive,চিকিৎসা কার্যকরী চিকিৎসা।
depressive,আমরা প্রবাসে এমন দেখি আমাদের দেশের মানুষ সরকারের কথা শুনে
depressive,আহারে কোন নিউজ পাইলি
depressive,আমি সময় অনুমান করি আমি অস্থির এবং অস্থির হতে চাই।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো
depressive,পেরেমে পেরেমে সময়কাল চলে যাচ্ছে
non_depressive,কেউ কাউকে অযথা মারেনা আমার মনে ছেলেটিও তাদের সাথে এমন কিছু করেছে তারাও মানুষ গুলো লোকের ভিতরে একজনের মস্তিষ্ক হলেও ভালো ছিলো
non_depressive,আমার ত্রাস তটুনি এবং প্রিয় অভিনেত্রী
depressive,আমি সময় অনুমান করি কেউ আমাকে ভালোবাসে এবং আমি হারিয়ে যাচ্ছি।হতাশা দুচিন্তা বেকারত্বের প্রধান কারণ।
non_depressive,চোর আরেক চোরদের প্রসংশা করে। এইটা নিয়ে অবাক হওয়ার কিছুই নাই
